id,name_ko,name_en,description,ingredients,category,spicy_level,image_url
749,백설기,Snow White Rice Cake,"Powdered rice mixed with sugared water, sifted, and steamed in a siru (earthenware steamer) without any dressing powder. Due to its white color, believed to symbolize innocence and purity, beakseolgi is traditionally prepared to celebrate a baby’s 100th day or first birthday.",,떡 [Tteok],,
750,송편,Half-moon Rice Cake,"This is made by filling half-moon-shaped rice dough, made by mixing non-glutinous rice powder with warm water, with a mixture of sesame seeds, chestnuts, and beans,  mong others. The quintessential snack during Chuseok, songpyeon, literally meaning “pine rice cake” in Korean, is named thus as it is steamed over a layer of pine (“song” in Korean) needles.",,떡 [Tteok],,
751,수수팥떡,Red-bean-coated Millet Rice Cake,"Sorghum powder kneaded and shaped into small balls, boiled in water, and coated with an red bean powder. Susupattteok used to be an essential snack for babies’ 100th day or first birthday party, as the red color of sorghum and red beans was believed to drive evil spirits out of the home and help babies grow up strong and healthy.",,떡 [Tteok],,
752,시루떡,Steamed Rice Cake,"Short grain or glutinous rice powdered and steamed. The rice powder is layered alternatively with coating powder or mixed with soybeans, red beans, dried zucchini slices, julienned and dried radish, and dried persimmon. A staple of various special occasions, this rice snack used to be shared among neighbors.",,떡 [Tteok],,
753,쑥떡,Mugwort Rice Cake,Boiled mugwort mixed and steamed with rice powder. The refreshing green color and unique fragrance of mugwort have made this snack quite popular. Mugwort can be used for various types of rice cakes.,,떡 [Tteok],,
754,씨앗호떡,Korean Pancake with Seed and Brown Sugar Filling,"Flour or glutinous rice dough shaped into balls, filled with brown sugar, cinnamon powder, and nuts and seeds, such as peanuts, sunflower seeds, and pumpkin seeds, and pressed down while being pan-fried.",,떡 [Tteok],,
755,약식,Sweet Rice with Nuts and Jujubes,"Steamed sweet rice mixed with chestnuts, jujubes, pine nuts, sesame oil, honey, brown sugar, or soy sauce, and re-steamed to achieve a sticky texture.",,떡 [Tteok],,
756,인절미,Bean-powder-coated Rice Cake,"Steamed glutinous or short grain rice steamed, pounded in a mortar, shaped into small pieces, and covered with various coating powders. Bean powder is most commonly used for this type of rice cake.",,떡 [Tteok],,
757,절편,Patterned Rice Cake,"Short grain rice powder sieved and pressed into a rice cake mold. Unlike other rice cakes made with non-glutinous rice, jeolpyeon is quite chewy and often made with mugwort.",,떡 [Tteok],,
758,조랭이떡,Snowman-shaped Rice Cake,Ground short-grain rice made into thin cylinder-shaped rice cake (garaetteok) and then shaped into cocoons. It is a traditional rice cake that originated in Gaeseong. The rice cake is usually eaten on New Year's Day since it symbolizes longevity.,,떡 [Tteok],,
759,증편,Raised Rice Cake,"Here, non-glutinous rice powder is mixed with rice wine and water, formed into dough, and then placed into a mold. It is then garnished with shredded jujubes, chestnuts, and pine nuts and steamed. Jeungpyeon is chewy and easily digestible.",,떡 [Tteok],,
760,찹쌀떡,Sweet Rice Cake with Red Bean Filling,"Glutinous rice steamed, pounded, shaped into balls, stuffed with boiled red beans, and coated with starch powder. Boxes of these sweet rice cake balls are often given to students for good luck the day before an important exam.",,떡 [Tteok],,
761,호떡,Syrup-filled Pancake,"Fermented flour dough shaped into balls, filled with a spoonful of brown sugar, and pan-fried in a preheated pan. Brown sugar mixed with cinnamon powder is a common filling, but seeds, nuts, and vegetables mixed with glass noodles are popular as well.",,떡 [Tteok],,
762,화전,Pan-fried Flower Rice Cake,"Sweet rice powder kneaded with boiling water, shaped flat and round, decorated with flower petals, and pan-fried. Hwajeon was traditionally made with seasonal flowers – most commonly azalea, rose, and chrysanthemum",,떡 [Tteok],,
763,감말랭이,Dried Persimmon,"Fresh persimmons peeled, cut, and dried. A type of gotgam (dried whole persimmon), gammallaengi makes a tasty snack, as it is more tender, chewier, and sweeter than most types of gotgam.",,한과 [Hangwa],,
764,강정,Sweet Rice Puffs," This is a traditional Korean confectionery that is made by mixing puffed rice, beans, or toasted sesame seeds with a starch syrup. The mixture is rolled flat, allowed to harden, and then cut into various shapes.",,한과 [Hangwa],,
765,곶감,Dried Whole Persimmon,Persimmon peeled and hung to dry by tying its stalk to a string. It is a winter delicacy favored for its chewy texture and sweet taste.,,한과 [Hangwa],,
766,다식,Tea Confectionery,"Powdered rice, chestnuts, or beans combined with honey or syrup and pressed in a patterned wooden mold (dasik pan). It is a colorful and decorative sweet.",,한과 [Hangwa],,
767,도라지정과,Briased Bellflower Root in Sweet Sauce,"Boiled and peeled bellflower root simmered in sugar syrup, coated with a honey glaze, and cooled. ",,한과 [Hangwa],,
768,매작과,Fried Twist,"The term “maejakgwa” comes from the shape of this cookie, which is said to look like a sparrow (雀 in Chinese and pronounced “jak” in Korean) perched on a Japanese apricot tree (梅 in Chinese and pronounced “mae” in Korean). To make this cookie, cut thinly rolled flour dough into small pieces, score to make ribbon shapes, and deep-fry. It is a sweet traditional Korean cookie coated with honey and syrup.",,한과 [Hangwa],,
769,붕어빵,Fish-shaped Bread,This bread is made by pouring a thin batter into a fish-shaped mold and adding a red bean paste filling. The bread is crisp outside and chewy inside and it is a popular Korean street food.,,한과 [Hangwa],,
770,뻥튀기,Puffed Grain,"A snack made by putting food ingredients like rice, potato, and corn into a containment vessel heated over an open flame and puffing them at high pressures and temperatures. ""Ppeong"" in the Korean word ""Ppeongtwigi"" refers to the booming sound produced when grains explode.",,한과 [Hangwa],,
771,산자,Fried Rice Squares,"Steamed glutinous rice pounded in a mortar, thinly rolled, cut into squares, dried, and deep-fried, after which it is coated with syrup and covered with puffed rice or sesame seeds. Sanja is an essential staple of Korean ancestor worship ceremonies.",,한과 [Hangwa],,
772,송화다식,Pine Flower Powder Tea Confectionery,"Pine pollen powder, which is collected from pine trees in spring, is a highly prized ingredient. To make this precious snack, yellow pine pollen powder is mixed with honey or syrup and pressed into a tea confectionery mold. It used to be served on important occasions, such as ancestor worship ceremonies, weddings, and 60th birthday banquets, among others.",,한과 [Hangwa],,
773,수삼정과,Briased Ginseng in Sweet Sauce,"Parboiled fresh ginseng preserved in sugared water, honey, or syrup. The bitter taste of ginseng blends so well with sweet honey that even those unfamiliar with ginseng love this snack.",,한과 [Hangwa],,
774,약과,Honey Cookie,"Flour mixed with honey and sesame oil, pressed in a yakgwa pan (yakgwa mold), shallow-fried or deep-fried, dipped in grain syrup or honey, and sprinkled with chopped pine nuts.",,한과 [Hangwa],,
775,양갱,Sweet Red Bean Jelly,"A snack made by straining boiled red beans, mixing mashed red beans with agar, sugar, and starch syrup, and then boiling the mixture down. The main ingredient is red bean paste. Minor ingredients, such as sweet potato, chestnut, walnut, and persimmons, can be added to make various kinds of sweet red bean jelly.",,한과 [Hangwa],,
776,율란,Chestnut Balls,"A snack made by finely mashing boiled chestnuts, mixing the mashed chestnuts with honey and cinnamon powder, and kneading the dough to make chestnut-shaped cookies. The bottom of each cookie can be dipped into honey and then into cinnamon powder or ground pine nuts. During the Joseon dynasty, the confection was made for kings.",,한과 [Hangwa],,
777,찹쌀꽈배기,Twisted Sweet Rice Doughnut,"This snack is made by kneading a dough of glutinous rice powder and wheat flour mixed with yeast, milk, and water. The dough is then fermented, divided and shaped into twists, and deep-fried. Lastly, the doughnuts are coated with cinnamon powder and sugar.",,한과 [Hangwa],,
778,호두과자,Walnut Cake,"Walnuts peeled and pounded or ground to be mixed into flour batter and then baked in walnut-shaped baking molds. This popular Korean snack is a local specialty of Cheonan, South Chungcheong Province.",,한과 [Hangwa],,
779,호박엿,Pumpkin Taffy,A local specialty of Ulleung Island made by boiling down the starch syrup made with a fully ripened pumpkin with hard skin. Pumpkins with a high starch content can be fermented with malt to make taffy.,,한과 [Hangwa],,
780,흑임자다식,Black Sesame Tea Confectionery,"Lightly toasted and powdered black sesame seeds mixed with honey, pounded into a glaze with a mortar, and pressed into a tea confectionery mold. ",,한과 [Hangwa],,
781,구기자차,Wolfberry Tea,Wolfberry simmered in water and mixed with sugar or honey. wolfberries are known to help improve eyesight and anemia. ,,음청류 [Eumcheongryu],,
782,꽃차,Flower Tea,"Tea drinks made in different ways that enable the enjoyment of the unique colors, fragrances, and flavors of flowers. There are a variety of flower teas, such as rose, chrysanthemum, and white magnolia teas.",,음청류 [Eumcheongryu],,
783,녹차,Green Tea,"Green tea leaves, dried carefully to preserve the color, are brewed in boiled hot water. Boseong green tea is famous for its deep, long-lasting flavor, and Hadong green tea is famous for its pure, fresh aroma.",,음청류 [Eumcheongryu],,
784,단호박식혜,Pumpkin Sweet Rice Punch,"A traditional dessert beverage made with boiled and mashed pumpkin and rice in malt, danhobaksikhye is served after having been chilled at a temperature of 50 to 60 ℃ for five to six hours, until the grains of cooked rice can be seen floating in it. Add sugar before serving.",,음청류 [Eumcheongryu],,
785,대추차,Jujube Tea,"Made by simmering jujubes or straining boiled jujubes through a linen cloth and simmering the extract, jujube tea has long been popular for its health benefits. ",,음청류 [Eumcheongryu],,
786,막걸리,Unrefined Rice Wine,"This is a traditional Korean alcoholic beverage made by steaming glutinous and non-glutinous rice, barley, andwheat, mixing them with malt and water, and leaving the mixture to undergo fermentation. Makgeolli is one of Korea’s traditional, non- distilled alcoholic beverages.",,음청류 [Eumcheongryu],,
787,매실차,Green Plum Tea,"Tea made of green plum syrup, served hot or cold. The syrup is made in spring by mixing fresh green plums with an equivalent amount of sugar, leaving it in a cool place, and straining the liquid after it ferments.",,음청류 [Eumcheongryu],,
788,모과차,Quince Tea,"Quince tea is made by simmering thinly sliced and dried quince for a day or so. Served with sugar or honey, depending upon one's preference, this fragrant tea tastes both sweet and sour. ",,음청류 [Eumcheongryu],,
789,미숫가루,Roasted Grain Powder,"A mixture of steamed, dried, roasted, and powdered grains, including short grain rice, glutinous rice, brown rice, barley, beans, Job's tears, and others. Sugar, ice, and water are added to make a tasty drink. This also serves as an excellent meal replacement. ",,음청류 [Eumcheongryu],,
790,생강차,Ginger Tea,"Washed and peeled ginger thinly sliced and boiled with dates and water in a pot. Served with or without honey, depending upon one's preference, ginger tea is known to be a natural remedy for the flu. ",,음청류 [Eumcheongryu],,
791,수정과,Cinnamon Punch,"A cool drink of simmered fresh ginger and cinnamon sweetened with sugar or honey. Served with softened, dried persimmons and pine nuts.",,음청류 [Eumcheongryu],,
792,식혜,Sweet Rice Punch,"A traditional dessert beverage made by fermenting rice in malt.Always served cold, it is also called dansul orgamju.",,음청류 [Eumcheongryu],,
